wweia_food_category,wweia_food_category_description,matched_wweia_food_category_from_api,fdc_id,food_code,main_food_description,main_food_description_zh,data_type,additional_food_description,Protein (g),Total lipid (fat) (g),"Carbohydrate, by difference (g)",Energy (kcal),"Alcohol, ethyl (g)",Water (g),Caffeine (mg),Theobromine (mg),Total Sugars (g),"Fiber, total dietary (g)","Calcium, Ca (mg)","Iron, Fe (mg)","Magnesium, Mg (mg)","Phosphorus, P (mg)","Potassium, K (mg)","Sodium, Na (mg)","Zinc, Zn (mg)","Copper, Cu (mg)","Selenium, Se (µg)",Retinol (µg),"Vitamin A, RAE (µg)","Carotene, beta (µg)","Carotene, alpha (µg)",Vitamin E (alpha-tocopherol) (mg),Vitamin D (D2 + D3) (µg),"Cryptoxanthin, beta (µg)",Lycopene (µg),Lutein + zeaxanthin (µg),"Vitamin C, total ascorbic acid (mg)",Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),"Folate, total (µg)",Vitamin B-12 (µg),"Choline, total (mg)",Vitamin K (phylloquinone) (µg),Folic acid (µg),"Folate, food (µg)","Folate, DFE (µg)","Vitamin E, added (mg)","Vitamin B-12, added (µg)",Cholesterol (mg),"Fatty acids, total saturated (g)",SFA 4:0 (g),SFA 6:0 (g),SFA 8:0 (g),SFA 10:0 (g),SFA 12:0 (g),SFA 14:0 (g),SFA 16:0 (g),SFA 18:0 (g),MUFA 18:1 (g),PUFA 18:2 (g),PUFA 18:3 (g),PUFA 20:4 (g),PUFA 22:6 n-3 (DHA) (g),MUFA 16:1 (g),PUFA 18:4 (g),MUFA 20:1 (g),PUFA 20:5 n-3 (EPA) (g),MUFA 22:1 (g),PUFA 22:5 n-3 (DPA) (g),"Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)"
3206,Macaroni and cheese,Macaroni and cheese,2708820,58145140,Macaroni or noodles with cheese and tomato,通心粉 或 面条 含奶酪 和 番茄,Survey (FNDDS),,3.94,6.53,18.7,148.0,0.0,69.7,0.0,0.0,3.35,1.1,49.0,0.58,14.0,84.0,90.0,131.0,0.38,0.061,12.0,60.0,70.0,116.0,21.0,0.64,0.2,0.0,521.0,28.0,2.9,0.172,0.132,0.759,0.125,36.0,0.23,12.1,4.7,31.0,5.0,58.0,0.0,0.0,12.0,2.6,0.087,0.061,0.036,0.084,0.099,0.352,1.29,0.514,1.47,0.954,0.084,0.005,0.0,0.045,0.001,0.01,0.001,0.0,0.002,1.56,1.04
3206,Macaroni and cheese,Macaroni and cheese,2708817,58145120,Macaroni or noodles with cheese and tuna,通心粉 或 面条 含奶酪 和 金枪鱼,Survey (FNDDS),Tuna Helper Cheesy Noodles 'n' Tuna;Tuna Helper Tuna Au gratin,7.59,6.79,18.2,164.0,0.0,66.2,0.0,0.0,2.83,0.8,51.0,0.86,17.0,108.0,75.0,176.0,0.48,0.059,25.7,64.0,66.0,25.0,0.0,0.6,0.4,0.0,0.0,4.0,0.1,0.173,0.147,2.62,0.175,36.0,0.74,16.8,3.1,32.0,4.0,58.0,0.0,0.0,19.0,2.68,0.089,0.062,0.037,0.086,0.1,0.36,1.34,0.532,1.51,0.956,0.085,0.009,0.039,0.049,0.001,0.011,0.006,0.0,0.002,1.6,1.09
3206,Macaroni and cheese,Macaroni and cheese,2708814,58145113,"Macaroni or noodles with cheese, canned",通心粉 或 面条 含奶酪，罐装,Survey (FNDDS),Franco-American,3.38,2.46,11.5,82.0,0.0,81.4,0.0,0.0,0.5,0.5,35.0,0.9,9.0,47.0,84.0,302.0,0.45,0.296,9.5,17.0,17.0,5.0,0.0,0.05,0.0,0.0,0.0,2.0,0.0,0.101,0.114,1.18,0.037,13.0,0.15,5.4,0.2,11.0,2.0,21.0,0.0,0.0,6.0,0.881,0.0,0.0,0.0,0.0,0.0,0.175,0.591,0.115,0.6,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.303
3206,Macaroni and cheese,Macaroni and cheese,2708928,58147330,"Macaroni or noodles, creamed, with cheese",通心粉 或 面条，creamed，含奶酪,Survey (FNDDS),,4.72,5.49,22.0,158.0,0.0,66.8,0.0,0.0,0.68,1.3,26.0,0.9,14.0,56.0,43.0,260.0,0.45,0.072,19.2,44.0,44.0,2.0,0.0,0.14,0.2,0.0,0.0,5.0,0.1,0.185,0.118,1.18,0.038,49.0,0.02,6.5,0.4,44.0,5.0,79.0,0.0,0.0,14.0,2.87,0.103,0.083,0.051,0.12,0.146,0.455,1.37,0.447,1.14,0.322,0.034,0.007,0.0,0.081,0.0,0.008,0.001,0.0,0.003,1.1,0.428
3206,Macaroni and cheese,Macaroni and cheese,2708823,58145190,Macaroni or noodles with cheese and chicken or turkey,通心粉 或 面条 含奶酪 和 鸡肉 或 火鸡肉,Survey (FNDDS),,12.5,7.61,14.8,178.0,0.0,63.9,0.0,0.0,2.31,0.7,44.0,0.69,18.0,149.0,131.0,229.0,0.85,0.063,18.4,52.0,54.0,21.0,0.0,0.58,0.2,0.0,0.0,3.0,0.1,0.161,0.17,3.2,0.177,32.0,0.32,32.3,2.5,26.0,5.0,49.0,0.0,0.0,49.0,2.7,0.072,0.051,0.03,0.07,0.082,0.303,1.51,0.521,2.0,1.08,0.087,0.011,0.0,0.197,0.001,0.014,0.001,0.0,0.001,2.24,1.17
3206,Macaroni and cheese,Macaroni and cheese,2708812,58145111,"Macaroni or noodles with cheese, from restaurant",通心粉 或 面条 含奶酪，来自 餐厅,Survey (FNDDS),other place;fast food,5.42,6.06,18.8,151.0,0.0,68.2,0.0,0.0,3.09,1.1,99.0,0.68,19.0,137.0,135.0,361.0,0.64,0.064,19.4,30.0,31.0,9.0,1.0,0.75,0.1,0.0,0.0,77.0,0.0,0.095,0.254,0.783,0.057,34.0,0.18,3.9,0.5,12.0,22.0,42.0,0.0,0.0,10.0,2.15,0.059,0.046,0.029,0.073,0.082,0.267,1.07,0.431,1.83,1.4,0.251,0.008,0.0,0.051,0.0,0.037,0.0,0.001,0.001,1.95,1.66
3206,Macaroni and cheese,Macaroni and cheese,2708824,58145300,"Macaroni or noodles with cheese, whole grain",通心粉 或 面条 含奶酪，全谷物,Survey (FNDDS),,8.77,10.9,22.7,219.0,0.0,55.9,0.0,0.0,2.53,2.2,173.0,1.28,38.0,181.0,128.0,360.0,1.48,0.135,24.6,105.0,106.0,19.0,0.0,0.59,0.5,0.0,0.0,43.0,0.0,0.148,0.189,1.91,0.131,17.0,0.3,12.5,3.3,5.0,12.0,21.0,0.0,0.0,25.0,5.18,0.176,0.138,0.086,0.207,0.238,0.762,2.46,0.96,2.36,1.12,0.112,0.012,0.0,0.122,0.001,0.02,0.002,0.0,0.004,2.43,1.21
3206,Macaroni and cheese,Macaroni and cheese,2708929,58147340,"Macaroni or noodles, creamed, with cheese and tuna",通心粉 或 面条，creamed，含奶酪 和 金枪鱼,Survey (FNDDS),Tuna Helper Fettuccine Alfredo,7.85,4.52,17.4,143.0,0.0,69.3,0.0,0.0,0.54,1.0,25.0,1.07,16.0,74.0,72.0,252.0,0.5,0.067,29.9,38.0,38.0,1.0,0.0,0.18,0.4,0.0,0.0,4.0,0.0,0.151,0.111,3.09,0.1,39.0,0.58,11.5,0.4,34.0,5.0,63.0,0.0,0.0,19.0,2.31,0.081,0.065,0.04,0.095,0.115,0.36,1.11,0.364,0.916,0.256,0.028,0.011,0.043,0.067,0.001,0.007,0.006,0.0,0.003,0.89,0.393
3206,Macaroni and cheese,Macaroni and cheese,2708821,58145160,Macaroni or noodles with cheese and frankfurters or hot dogs,通心粉 或 面条 含奶酪 和 frankfurters 或 辣/热 dogs,Survey (FNDDS),,6.17,12.2,18.7,209.0,0.0,61.3,0.0,0.0,3.08,0.8,50.0,0.76,14.0,105.0,106.0,299.0,0.77,0.058,14.2,61.0,63.0,25.0,0.0,0.64,0.4,0.0,0.0,4.0,0.1,0.172,0.16,1.06,0.13,35.0,0.39,17.1,3.5,31.0,3.0,56.0,0.0,0.0,24.0,4.94,0.089,0.062,0.038,0.088,0.104,0.527,2.59,1.26,3.88,1.14,0.101,0.011,0.0,0.262,0.001,0.034,0.001,0.013,0.004,4.02,1.22
3206,Macaroni and cheese,Macaroni and cheese,2708815,58145117,"Macaroni or noodles with cheese, Easy Mac type",通心粉 或 面条 含奶酪，Easy Mac 类型,Survey (FNDDS),,3.26,1.86,20.1,110.0,0.0,73.8,0.0,0.0,2.33,0.5,95.0,0.67,15.0,93.0,99.0,259.0,0.36,0.062,13.5,26.0,27.0,1.0,0.0,0.04,0.0,0.0,0.0,4.0,0.0,0.236,0.16,0.992,0.036,41.0,0.22,9.7,0.1,37.0,3.0,66.0,0.0,0.0,2.0,0.799,0.0,0.0,0.0,0.0,0.0,0.114,0.535,0.151,0.462,0.564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462,0.564
3206,Macaroni and cheese,Macaroni and cheese,2708813,58145112,"Macaroni or noodles with cheese, made from packaged mix",通心粉 或 面条 含奶酪，制成 来自 packaged 混合物,Survey (FNDDS),,4.64,8.04,22.2,179.0,0.0,64.0,0.0,0.0,3.45,1.0,58.0,0.64,15.0,98.0,49.0,161.0,0.43,0.06,14.9,74.0,77.0,31.0,0.0,0.65,0.2,0.0,0.0,4.0,0.2,0.214,0.159,0.791,0.135,45.0,0.28,13.4,3.8,40.0,4.0,73.0,0.0,0.0,15.0,3.21,0.108,0.076,0.045,0.104,0.122,0.436,1.6,0.634,1.82,1.16,0.103,0.006,0.0,0.055,0.001,0.012,0.001,0.0,0.002,1.92,1.26
3206,Macaroni and cheese,Macaroni and cheese,2708816,58145119,"Macaroni or noodles with cheese, made from reduced fat packaged mix",通心粉 或 面条 含奶酪，制成 来自 减脂 packaged 混合物,Survey (FNDDS),Kraft Macaroni and Cheese Deluxe 1/2 the fat dinner;made with 2% milk cheese,4.57,4.82,17.3,131.0,0.0,72.1,0.0,0.0,2.11,0.6,76.0,0.44,11.0,121.0,36.0,172.0,0.48,0.055,12.5,48.0,49.0,17.0,0.0,0.5,0.2,1.0,0.0,2.0,0.0,0.118,0.106,0.874,0.085,31.0,0.17,10.0,2.7,28.0,4.0,51.0,0.0,0.0,12.0,1.68,0.061,0.042,0.025,0.059,0.068,0.217,0.82,0.338,1.58,0.733,0.159,0.003,0.0,0.034,0.0,0.021,0.001,0.0,0.001,1.66,0.89
3206,Macaroni and cheese,Macaroni and cheese,2708819,58145136,"Macaroni or noodles with cheese and meat, prepared from Hamburger Helper mix",通心粉 或 面条 含奶酪 和 肉，prepared 来自 汉堡 Helper 混合物,Survey (FNDDS),Cheesy Italian;pork or ham;beef;Cheeseburger Macaroni,8.24,7.59,10.3,144.0,0.0,72.6,0.0,0.0,2.33,0.3,53.0,0.97,12.0,86.0,129.0,284.0,1.63,0.038,10.1,22.0,24.0,25.0,0.0,0.12,0.4,0.0,105.0,4.0,0.2,0.104,0.138,1.42,0.067,12.0,0.57,22.5,0.8,9.0,3.0,18.0,0.0,0.0,27.0,2.99,0.018,0.013,0.011,0.022,0.03,0.27,1.64,0.86,2.73,0.221,0.028,0.013,0.0,0.251,0.0,0.023,0.0,0.0,0.0,3.12,0.256
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2708741,58126275,"Turnover, seafood",Turnover，海鲜,Survey (FNDDS),vegetables;cheese,9.39,7.91,24.6,207.0,0.0,56.7,0.0,0.0,2.68,1.3,89.0,1.66,20.0,122.0,161.0,382.0,0.53,0.077,17.9,8.0,13.0,54.0,11.0,0.81,0.5,0.0,289.0,31.0,2.1,0.231,0.128,2.84,0.091,53.0,0.46,22.6,4.7,36.0,16.0,78.0,0.0,0.0,16.0,2.18,0.023,0.009,0.009,0.017,0.028,0.113,1.28,0.629,2.9,1.82,0.198,0.008,0.025,0.092,0.0,0.041,0.006,0.0,0.007,3.01,2.07
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2708742,58126290,Turnover or lean pocket,Turnover 或 瘦肉 pocket,Survey (FNDDS),all varieties,10.6,7.5,24.4,208.0,0.0,56.2,0.0,0.0,2.85,1.4,85.0,1.72,20.0,109.0,168.0,378.0,0.74,0.079,15.2,5.0,12.0,77.0,17.0,0.51,0.0,0.0,432.0,39.0,3.2,0.24,0.154,3.86,0.205,49.0,0.08,28.6,4.4,35.0,14.0,74.0,0.0,0.0,29.0,2.12,0.011,0.003,0.005,0.009,0.016,0.074,1.32,0.62,2.79,1.64,0.149,0.023,0.001,0.16,0.0,0.037,0.002,0.0,0.002,2.97,1.83
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2708743,58126400,"Turnover or breakfast pocket, egg",Turnover 或 breakfast pocket，鸡蛋,Survey (FNDDS),hot or lean pocket;meat,10.0,11.3,30.9,265.0,0.0,45.8,0.0,0.0,3.25,1.5,142.0,2.4,20.0,139.0,128.0,483.0,1.0,0.078,21.3,48.0,49.0,3.0,0.0,0.75,0.7,3.0,0.0,131.0,0.0,0.312,0.246,3.13,0.088,73.0,0.28,72.6,2.9,47.0,26.0,105.0,0.0,0.0,98.0,3.44,0.021,0.016,0.012,0.026,0.033,0.15,2.09,1.01,4.09,2.28,0.193,0.012,0.0,0.163,0.0,0.05,0.001,0.0,0.001,4.29,2.58
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2708736,58126125,"Turnover or hot pocket, beef",Turnover 或 辣/热 pocket，牛肉,Survey (FNDDS),vegetables;cheese,10.4,10.2,24.5,233.0,0.0,53.2,0.0,0.0,2.67,1.3,91.0,2.11,18.0,105.0,156.0,455.0,1.83,0.082,14.3,4.0,9.0,51.0,11.0,0.57,0.0,0.0,288.0,31.0,2.1,0.234,0.156,3.33,0.142,50.0,0.58,26.7,4.0,36.0,14.0,76.0,0.0,0.0,21.0,3.23,0.016,0.004,0.006,0.012,0.023,0.186,1.87,0.999,3.92,1.62,0.176,0.013,0.0,0.206,0.0,0.042,0.001,0.0,0.002,4.19,1.82
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2708740,58126270,"Turnover or hot pocket, chicken",Turnover 或 辣/热 pocket，鸡肉,Survey (FNDDS),cheese;vegetables;turkey,10.7,8.21,24.5,215.0,0.0,55.1,0.0,0.0,2.67,1.3,88.0,1.73,20.0,110.0,154.0,456.0,0.75,0.076,15.4,6.0,10.0,51.0,11.0,0.58,0.0,0.0,288.0,32.0,2.1,0.243,0.157,3.86,0.2,49.0,0.08,28.3,4.5,36.0,13.0,75.0,0.0,0.0,29.0,2.28,0.016,0.004,0.007,0.012,0.021,0.089,1.42,0.649,3.06,1.83,0.175,0.023,0.001,0.167,0.0,0.04,0.002,0.0,0.002,3.24,2.04
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2708737,58126130,"Turnover or hot pocket, ham",Turnover 或 辣/热 pocket，火腿,Survey (FNDDS),cheese;vegetables;pork,9.32,11.8,27.8,256.0,0.0,48.9,0.0,0.0,3.01,1.5,98.0,1.87,19.0,115.0,160.0,562.0,0.88,0.085,16.4,5.0,10.0,58.0,13.0,0.65,0.1,0.0,325.0,35.0,2.4,0.32,0.157,3.73,0.123,55.0,0.15,19.8,4.1,41.0,14.0,83.0,0.0,0.0,14.0,3.54,0.018,0.004,0.007,0.011,0.022,0.145,2.16,1.09,4.6,2.4,0.21,0.024,0.001,0.178,0.0,0.073,0.001,0.001,0.003,4.84,2.68
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2708735,58126105,"Turnover or hot pocket, meatless",Turnover 或 辣/热 pocket，无肉,Survey (FNDDS),vegetables;cheese,5.07,7.78,27.0,198.0,0.0,58.2,0.0,0.0,3.24,1.6,97.0,1.72,16.0,69.0,126.0,504.0,0.52,0.077,9.6,4.0,15.0,109.0,24.0,0.74,0.0,0.0,609.0,49.0,4.5,0.245,0.128,2.39,0.066,54.0,0.02,9.2,5.5,39.0,15.0,81.0,0.0,0.0,2.0,2.11,0.022,0.006,0.008,0.014,0.026,0.101,1.24,0.622,2.93,1.84,0.198,0.003,0.0,0.083,0.0,0.038,0.001,0.0,0.0,3.01,2.05
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2708734,58126100,"Turnover or hot pocket, NFS",Turnover 或 辣/热 pocket，未特别说明,Survey (FNDDS),,10.3,11.9,27.9,260.0,0.0,47.6,0.0,0.0,3.9,1.6,218.0,1.88,22.0,169.0,157.0,536.0,1.26,0.087,16.6,38.0,44.0,73.0,0.0,0.76,0.2,0.0,2380.0,52.0,0.4,0.253,0.204,3.28,0.112,58.0,0.39,15.4,4.3,38.0,19.0,84.0,0.0,0.0,19.0,4.8,0.076,0.063,0.042,0.1,0.116,0.458,2.53,1.27,3.99,1.51,0.132,0.016,0.0,0.206,0.0,0.048,0.002,0.0,0.003,4.2,1.66
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2708739,58126160,"Turnover or hot pocket, pizza pocket",Turnover 或 辣/热 pocket，披萨 pocket,Survey (FNDDS),cheese,9.66,9.62,29.7,244.0,0.0,48.9,0.0,0.0,4.16,1.7,231.0,1.91,22.0,170.0,149.0,466.0,1.18,0.086,15.8,41.0,47.0,78.0,0.0,0.74,0.1,0.0,2540.0,56.0,0.4,0.252,0.201,3.17,0.095,61.0,0.33,13.1,4.2,41.0,20.0,90.0,0.0,0.0,13.0,3.94,0.081,0.067,0.045,0.104,0.122,0.42,2.01,0.969,3.01,1.35,0.13,0.01,0.0,0.129,0.0,0.035,0.002,0.0,0.002,3.1,1.47
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2708738,58126150,"Turnover or hot pocket, pizza pocket, meat",Turnover 或 辣/热 pocket，披萨 pocket，肉,Survey (FNDDS),cheese,10.3,11.9,27.9,260.0,0.0,47.6,0.0,0.0,3.9,1.6,218.0,1.88,22.0,169.0,157.0,536.0,1.26,0.087,16.6,38.0,44.0,73.0,0.0,0.76,0.2,0.0,2380.0,52.0,0.4,0.253,0.204,3.28,0.112,58.0,0.39,15.4,4.3,38.0,19.0,84.0,0.0,0.0,19.0,4.8,0.076,0.063,0.042,0.1,0.116,0.458,2.53,1.27,3.99,1.51,0.132,0.016,0.0,0.206,0.0,0.048,0.002,0.0,0.003,4.2,1.66
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2707687,51182010,Bread stuffing,面包 stuffing,Survey (FNDDS),"homemade;stuffing, NFS",3.14,8.51,21.7,177.0,0.0,64.9,0.0,0.0,2.35,0.9,30.0,1.09,12.0,41.0,72.0,471.0,0.26,0.074,13.6,72.0,77.0,57.0,0.0,0.95,0.4,0.0,0.0,18.0,0.0,0.136,0.107,1.48,0.04,33.0,0.02,5.1,9.0,16.0,17.0,45.0,0.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.001,0.01,0.948,0.653,4.02,2.27,0.201,0.0,0.0,0.025,0.0,0.016,0.0,0.0,0.001,4.06,2.48
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2707688,51182020,Bread stuffing made with egg,面包 stuffing 制成 含 鸡蛋,Survey (FNDDS),,3.31,11.9,17.8,192.0,0.0,65.4,0.0,0.0,1.93,0.8,31.0,0.99,11.0,47.0,71.0,458.0,0.29,0.06,13.0,111.0,118.0,80.0,0.0,1.32,0.2,1.0,0.0,47.0,0.0,0.136,0.123,1.34,0.04,38.0,0.07,21.1,12.4,17.0,21.0,50.0,0.0,0.0,25.0,2.37,0.0,0.0,0.0,0.0,0.0,0.012,1.37,0.916,5.58,3.15,0.276,0.0,0.0,0.037,0.0,0.021,0.0,0.0,0.001,5.64,3.45
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2708733,58125180,"Cheese quiche, meatless",奶酪 咸派，无肉,Survey (FNDDS),,11.9,29.2,13.7,365.0,0.0,43.2,0.0,0.0,2.21,0.8,267.0,1.0,17.0,229.0,117.0,361.0,1.6,0.035,17.5,238.0,239.0,16.0,0.0,0.85,1.2,4.0,0.0,121.0,0.5,0.088,0.274,0.729,0.052,30.0,0.62,73.5,3.3,10.0,20.0,37.0,0.0,0.0,159.0,14.9,0.447,0.366,0.227,0.534,0.627,2.09,7.24,2.88,8.15,1.56,0.111,0.037,0.0,0.527,0.0,0.071,0.006,0.002,0.012,8.14,2.02
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2707812,52204000,Cornbread stuffing,Cornbread stuffing,Survey (FNDDS),plain cornbread dressing,2.9,8.8,21.9,179.0,0.0,64.9,0.0,0.0,0.0,2.9,26.0,0.94,13.0,34.0,62.0,526.0,0.23,0.069,30.7,73.0,78.0,58.0,0.0,0.85,0.0,0.0,0.0,0.0,0.8,0.117,0.092,1.25,0.038,97.0,0.01,24.4,8.8,89.0,8.0,159.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0.0,0.001,0.024,1.09,0.636,3.84,2.59,0.117,0.0,0.0,0.019,0.0,0.003,0.0,0.0,0.0,3.86,2.71
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2708746,58128120,Cornmeal dressing with chicken or turkey and vegetables,Cornmeal 调味汁 含 鸡肉 或 火鸡肉 和蔬菜,Survey (FNDDS),cornbread stuffing with poultry and vegetables,7.6,14.4,19.3,237.0,0.0,56.4,0.0,0.0,3.47,1.2,101.0,2.48,15.0,121.0,147.0,561.0,1.03,0.088,14.2,385.0,394.0,104.0,6.0,1.63,0.7,2.0,2.0,184.0,3.2,0.13,0.291,2.1,0.127,66.0,1.64,49.1,22.7,14.0,52.0,76.0,0.0,0.0,94.0,3.1,0.008,0.006,0.008,0.014,0.015,0.069,1.92,0.951,5.97,3.73,0.349,0.054,0.0,0.185,0.0,0.062,0.0,0.0,0.001,6.23,4.15
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2708719,58120110,"Crepe, with meat",可丽饼，含肉,Survey (FNDDS),poultry or seafood,12.9,10.1,7.73,173.0,0.0,67.8,0.0,0.0,1.61,0.3,106.0,1.36,17.0,159.0,159.0,384.0,1.77,0.078,20.3,79.0,82.0,29.0,2.0,0.52,0.8,1.0,0.0,49.0,0.8,0.083,0.195,2.76,0.12,15.0,0.8,53.1,2.8,5.0,10.0,18.0,0.0,0.0,75.0,4.01,0.073,0.064,0.037,0.093,0.107,0.42,2.22,0.9,3.14,0.945,0.081,0.015,0.024,0.293,0.0,0.022,0.004,0.007,0.004,3.44,1.09
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2708748,58128220,Dressing with chicken or turkey and vegetables,调味汁 含 鸡肉 或 火鸡肉 和蔬菜,Survey (FNDDS),stuffing with giblets;poultry stuffing with vegetables,8.2,11.2,21.0,217.0,0.0,57.8,0.0,0.0,2.72,1.4,100.0,2.58,17.0,96.0,128.0,509.0,1.06,0.11,18.5,338.0,345.0,87.0,1.0,1.01,0.4,1.0,2.0,51.0,2.9,0.19,0.262,2.78,0.122,74.0,1.42,38.9,18.0,24.0,50.0,90.0,0.0,0.0,72.0,2.53,0.002,0.0,0.006,0.006,0.009,0.036,1.54,0.839,4.47,3.02,0.276,0.05,0.0,0.168,0.0,0.044,0.001,0.0,0.0,4.69,3.36
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2708749,58128250,Dressing with meat and vegetables,调味汁 含肉 和蔬菜,Survey (FNDDS),with ground beef;with bacon;stuffing with sausage;with ham;with pepperoni;with salami,7.94,14.6,20.4,243.0,0.0,54.9,0.0,0.0,2.96,1.3,94.0,1.95,17.0,82.0,158.0,635.0,0.93,0.072,13.4,49.0,54.0,63.0,0.0,0.9,0.6,0.0,0.0,44.0,1.2,0.256,0.156,3.15,0.13,42.0,0.24,26.1,13.0,29.0,14.0,62.0,0.0,0.0,21.0,4.05,0.003,0.0,0.003,0.006,0.012,0.109,2.54,1.27,5.92,3.4,0.26,0.032,0.001,0.286,0.0,0.108,0.002,0.002,0.006,6.3,3.77
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2708747,58128210,Dressing with oysters,调味汁 含 oysters,Survey (FNDDS),oyster stuffing,4.95,10.8,18.4,189.0,0.0,64.0,0.0,0.0,2.62,1.2,97.0,2.42,18.0,67.0,136.0,503.0,10.0,0.723,12.5,88.0,100.0,136.0,0.0,1.34,0.4,0.0,0.0,80.0,1.8,0.148,0.113,1.84,0.07,32.0,1.95,24.2,32.5,19.0,13.0,46.0,0.0,0.0,10.0,2.14,0.001,0.0,0.005,0.005,0.006,0.026,1.22,0.795,4.63,3.05,0.318,0.006,0.033,0.036,0.012,0.026,0.044,0.0,0.003,4.69,3.46
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2708711,58116117,"Empanada, beef",馅饼，牛肉,Survey (FNDDS),pork;Jamaican meat pie;picadillo or pastelillo;cheese,12.1,19.2,27.4,333.0,0.0,39.6,0.0,0.0,2.1,1.6,50.0,2.04,18.0,125.0,187.0,459.0,2.3,0.091,11.3,12.0,12.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,1.3,0.163,0.145,3.28,0.179,35.0,0.82,33.9,4.1,22.0,13.0,50.0,0.0,0.0,31.0,6.92,0.038,0.02,0.014,0.035,0.049,0.399,3.9,2.27,8.08,1.66,0.093,0.024,0.0,0.396,0.0,0.085,0.001,0.0,0.003,8.58,1.82
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2708712,58116120,"Empanada, beef, with vegetables",馅饼，牛肉，含蔬菜,Survey (FNDDS),cheese;meat pie;pork;picadillo or pastelillo,7.19,16.0,29.9,291.0,0.0,45.3,0.0,0.0,2.75,2.0,47.0,1.62,18.0,95.0,176.0,446.0,1.14,0.086,6.6,11.0,16.0,51.0,12.0,0.35,0.0,12.0,258.0,83.0,3.5,0.159,0.116,2.41,0.116,38.0,0.32,19.7,4.7,22.0,16.0,53.0,0.0,0.0,13.0,5.66,0.038,0.02,0.014,0.033,0.046,0.304,3.18,1.88,6.82,1.61,0.08,0.015,0.0,0.276,0.0,0.077,0.0,0.0,0.001,7.14,1.75
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2708713,58116125,"Empanada, chicken",馅饼，鸡肉,Survey (FNDDS),seafood;picadillo or pastelillo;meat pie;cheese;turkey,12.6,16.5,27.4,309.0,0.0,42.2,0.0,0.0,2.1,1.6,46.0,1.53,20.0,133.0,185.0,460.0,0.85,0.082,12.7,14.0,14.0,0.0,0.0,0.34,0.0,0.0,0.0,2.0,1.3,0.174,0.147,3.99,0.257,33.0,0.15,36.1,4.8,22.0,11.0,49.0,0.0,0.0,42.0,5.63,0.038,0.02,0.015,0.035,0.046,0.268,3.29,1.8,6.92,1.93,0.091,0.037,0.002,0.343,0.0,0.083,0.002,0.0,0.003,7.29,2.12
3208,Turnovers and other grain-based items,Turnovers and other grain-based items,2708714,58116130,"Empanada, chicken, with vegetables",馅饼，鸡肉，含蔬菜,Survey (FNDDS),picadillo or pastelillo;turkey;meat pie;cheese;seafood,7.35,15.1,29.9,283.0,0.0,46.1,0.0,0.0,2.75,2.0,46.0,1.45,18.0,97.0,175.0,446.0,0.65,0.084,7.0,12.0,17.0,51.0,12.0,0.36,0.0,12.0,258.0,83.0,3.5,0.163,0.116,2.65,0.142,37.0,0.09,20.4,4.9,22.0,15.0,53.0,0.0,0.0,17.0,5.23,0.038,0.02,0.014,0.033,0.045,0.26,2.98,1.72,6.44,1.7,0.08,0.019,0.001,0.258,0.0,0.076,0.001,0.0,0.001,6.71,1.85
